"","eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","gsubname3","motive","guncertain1","guncertain2","guncertain3","individual","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
"922",197106240001,1971,6,24,NA,0,NA,217,"United States",1,"North America","California","Oakland",37.805065,-122.273024,1,0,NA,NA,1,1,1,-9,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",3,"Bank/Commerce","Bank of America","Bank of America",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",2000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"923",197106240002,1971,6,24,"June 24-25, 1971",0,NA,217,"United States",1,"North America","California","Los Angeles",34.039673,-118.182056,1,0,"East Los Angeles","6/24/1971: Suspected members of the Chicano Liberation Front detonated a bomb at Belvedere Junior High School in Los Angeles, California, United States.  There were no casualties but the explosion destroyed one office at the school and shattered windows in three others.",1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,8,"Educational Institution",49,"School/University/Educational Building","Junior High School in a predominately Mexican-American area","Belvedere Junior High School, Los Angeles",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chicano Liberation Front",NA,NA,NA,NA,NA,"To protest the treatment of Mexican-Americans",1,NA,NA,0,-99,-99,1,9,"Other",NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bomb placed on window sill",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"One office destroyed and windows knocked out in three other offices",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"The Chicano Liberation Front claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.","Bill Varie, ""Photo Standalone 7 - No Title,"" Los Angeles Times, June 25, 1971.","Paul Houston and Franz Rodriguez, ""Chicano Militants Reportedly Claim 28 Bombings in L.A.,"" Los Angeles Times, August 14, 1971.",NA,"Hewitt Project",0,0,0,0,NA
"924",197106250001,1971,6,25,NA,0,NA,217,"United States",1,"North America","New York","Freeport",40.658455,-73.587219,1,0,NA,"6/25/1971: Unknown perpetrators failed in their attempts to firebomb a draft board in Freeport, New York, United States.",1,1,1,1,2,"Other Crime Type",0,0,0,7,"Facility/Infrastructure Attack",NA,NA,NA,NA,2,"Government (General)",21,"Government Building/Facility/Office","Draft board","Draft board, Freeport New York",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left-Wing Militants",NA,NA,NA,NA,NA,"To protest and sabotage the draft",0,NA,NA,0,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Incendiary",19,"Molotov Cocktail/Petrol Bomb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Firebomb",0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",NA,"Hewitt Project",-9,-9,0,-9,NA
"925",197106260001,1971,6,26,NA,0,NA,217,"United States",1,"North America","California","Los Angeles",34.05349,-118.245319,1,0,NA,NA,1,1,1,-9,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",3,"Bank/Commerce",NA,"Security Pacific National Bank",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"926",197107000001,1971,7,0,NA,0,NA,185,"Spain",8,"Western Europe","Biscay","Bilbao",43.256963,-2.923441,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",4,"Multinational Corporation",NA,"IBM Offices",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Revolutionary Communist League (LCR) (Spain)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,4,"Unknown",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,1,1,1,NA
"927",197107000002,1971,7,0,NA,0,NA,217,"United States",1,"North America","New York","New York City",40.712784,-74.005941,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",11,"Entertainment/Cultural/Stadium/Casino",NA,"theatre",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secret Cuban Government",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",2000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",1,1,0,1,NA
"928",197107010001,1971,7,1,NA,0,NA,217,"United States",1,"North America","California","Los Angeles",34.061362,-118.203529,1,0,"1350 San Pablo St.","7/1/1971: A member of the Chicano Liberation Front bombed the 63rd Army Reserve center in Los Angeles, California, United States.  There were no casualties but the building sustained an estimated $2,400 in damages.",1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,4,"Military",27,"Military Barracks/Base/Headquarters/Checkpost","Army Reserve center","63rd Army Reserve center, Los Angeles California",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chicano Liberation Front",NA,NA,NA,NA,NA,"To protest the treatment of Mexican-Americans",0,NA,NA,0,1,1,1,3,"Call (pre-incident)",NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",17,"Other Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pipe bomb",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",2400,"Door destroyed and twenty-four windows shattered",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Shortly before the device detonated, an anonymous caller phoned the police warning that the Chicano Liberation Front placed a bomb at the Army Reserve center.  The Chicano Liberation Army also claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs.""  Furthermore, a fake bomb was also discovered at a travel agency in Beverly Hills around the same time as this incident (197107010002).","""2 Bombs in L.A.; One Blasts Army Center, 2nd Fake,"" Los Angeles Times, July 3, 1971.","Paul Houston and Franz Rodriguez, ""Chicano Militants Reportedly Claim 28 Bombings in L.A.,"" Los Angeles Times, August 14, 1971.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","Hewitt Project",0,0,0,0,NA
"929",197107020001,1971,7,2,NA,0,NA,185,"Spain",8,"Western Europe","Navarre","Pamplona",42.817988,-1.644184,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",7,"Retail/Grocery/Bakery",NA,"Store",185,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAC",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",NA,NA,NA,NA,NA,NA,1,4,"Unknown",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,1,0,1,NA
"930",197107040001,1971,7,4,NA,0,NA,217,"United States",1,"North America","California","San Jose",37.338475,-121.885794,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,2,"Government (General)",21,"Government Building/Facility/Office",NA,"Federal Office Building",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",5e+05,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"931",197107060001,1971,7,6,NA,0,NA,217,"United States",1,"North America","California","Montebello",34.015147,-118.122896,1,0,"2100 W. Cleveland","7/6/1971: The Chicano Liberation Front threw a firebomb into Montebello High School in Montebello, California, United States.  There were no casualties but one classroom was destroyed and classrooms were damaged.",1,1,1,0,NA,NA,0,1,0,7,"Facility/Infrastructure Attack",NA,NA,NA,NA,8,"Educational Institution",49,"School/University/Educational Building","Montebello High School","Classroom building at Montebello High School",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chicano Liberation Front",NA,NA,NA,NA,NA,"To protest the treatment of Mexican-Americans",0,NA,NA,0,-99,-99,1,2,"Call (post-incident)",NA,NA,NA,NA,NA,NA,NA,8,"Incendiary",19,"Molotov Cocktail/Petrol Bomb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tossed firebomb",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Windows shattered",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"The firebombing occurred at 12:19 AM.  Minutes after the fire broke out, a spokesman for the Chicano Liberation Front called the Los Angeles Times claiming responsibility the attack.  The Chicano Liberation Army also claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs.""","""Montebello High Hit by Firebomb,"" Los Angeles Times, July 6, 1971.","Paul Houston and Franz Rodriguez, ""Chicano Militants Reportedly Claim 28 Bombings in L.A.,"" Los Angeles Times, August 14, 1971.",NA,"Hewitt Project",0,0,0,0,NA
"932",197107080001,1971,7,8,NA,0,NA,217,"United States",1,"North America","California","Los Angeles",34.05349,-118.245319,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",3,"Bank/Commerce",NA,"Pan American National Bank",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chicano Liberation Front",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,0,NA,0,0,NA,1,3,"Minor (likely < $1 million)",2000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"933",197107080002,1971,7,8,NA,0,NA,217,"United States",1,"North America","California","Los Angeles",34.05349,-118.245319,1,0,NA,"7/8/1971: The Chicano Liberation Front bombed a post office in East Los Angeles, California, United States.  There were no casualties but windows were shattered.",1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,2,"Government (General)",21,"Government Building/Facility/Office","Post Office","Post office in East Los Angeles",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chicano Liberation Front",NA,NA,NA,NA,NA,NA,0,NA,NA,0,-99,-99,1,2,"Call (post-incident)",NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bomb",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"The Los Angeles Herald-Examiner received an anonymous call stating that the incident was carried out by the Chicano Liberation Front.  The Chicano Liberation Army also claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs.""","""Chicano Militants Bomb LA Post Office,"" Eugene Register-Guard, July 9, 1971.","Paul Houston and Franz Rodriguez, ""Chicano Militants Reportedly Claim 28 Bombings in L.A.,"" Los Angeles Times, August 14, 1971.",NA,"Hewitt Project",0,0,0,0,NA
"934",197107090001,1971,7,9,NA,0,NA,217,"United States",1,"North America","Rhode Island","Providence",41.823875,-71.411994,1,0,"The incident occurred along a sidewalk next to the City Hall of Providence.","7/9/1971: Unknown perpetrators bombed the City Hall of Providence, Rhode Island, United States.  There were no casualties but windows were shattered at the City Hall and surrounding buildings.",1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,2,"Government (General)",21,"Government Building/Facility/Office","City Hall","Providence City Hall",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left-Wing Militants",NA,NA,NA,NA,NA,NA,0,NA,NA,0,2,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bomb",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Windows of the bottom two floors of city hall and six surrounding businesses shattered.  Hole ripped through sidewalk.",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Two youths, believed to be the perpetrators, were seen in the vicinity of Providence City Hall right before the bomb detonated.  The mayor of Providence, Joseph H. Doorley Jr., stated that the perpetrators wanted to ""destroy the fabric of this government.""","""Bomb Blows Out Windows In City Hall in Providence,"" New York Times, July 10, 1971.","""2 Youths Sought in Blast,"" New York Times, July 11, 1971.","""Tampering Is Feared in Sirhan Case,"" Washington Post, July 11, 1971.","Hewitt Project",-9,-9,0,-9,NA
"935",197107090002,1971,7,9,NA,0,NA,217,"United States",1,"North America","California","San Diego",32.715695,-117.161719,1,0,NA,"7/9/1971: Unknown perpetrators bombed the Selective Service Headquarters in San Diego, California, United States.  There were no casualties and it is not known if the building was damaged.",1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,2,"Government (General)",21,"Government Building/Facility/Office","Selective Service","Selective Service Headquarters, San Diego California",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left-Wing Militants",NA,NA,NA,NA,NA,"To protest and sabotage the draft",0,NA,NA,0,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bombed",0,0,0,0,0,0,-9,4,"Unknown",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",NA,"Hewitt Project",-9,-9,0,-9,NA
"936",197107120001,1971,7,12,NA,0,NA,603,"United Kingdom",8,"Western Europe","Northern Ireland","Belfast",54.597269,-5.930109,1,0,NA,NA,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,1,"Assassination",NA,NA,NA,NA,4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","British Army","David Walker, 30",216,"Great Britain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irish Republican Army (IRA)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sniper",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAIN",0,0,1,1,NA
"937",197107140001,1971,7,14,NA,0,NA,603,"United Kingdom",8,"Western Europe","Northern Ireland","Belfast",54.597269,-5.930109,1,0,NA,NA,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,1,"Assassination",NA,NA,NA,NA,4,"Military",NA,NA,"British Army","Richard Barton, 24",216,"Great Britain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irish Republican Army (IRA)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sniper",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAIN",0,0,1,1,NA
"938",197107170001,1971,7,17,NA,0,NA,185,"Spain",8,"Western Europe","Gipuzcoa","Eibar",43.18418,-2.473289,1,0,NA,NA,1,1,1,-9,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,14,"Private Citizens & Property",80,"Memorial/Cemetery/Monument",NA,"Monument",185,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",NA,NA,NA,NA,NA,NA,1,3,"Minor (likely < $1 million)",1000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"939",197107180001,1971,7,18,NA,0,NA,185,"Spain",8,"Western Europe","Madrid","Madrid",40.416691,-3.700345,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,19,"Transportation",100,"Train/Train Tracks/Trolley",NA,"Railroad stations",185,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catalan Liberation Front (FAC)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",NA,NA,NA,NA,NA,NA,1,3,"Minor (likely < $1 million)",10000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"940",197107180002,1971,7,18,NA,0,NA,185,"Spain",8,"Western Europe","Lerida","Lerida",41.614152,0.625783,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,21,"Utilities",107,"Electricity",NA,"Electric Transformer Station #589",185,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catalan Liberation Front (FAC)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",NA,NA,NA,NA,NA,NA,1,3,"Minor (likely < $1 million)",5000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"941",197107180003,1971,7,18,"July 18-19, 1971",0,NA,217,"United States",1,"North America","California","Los Angeles",34.042309,-118.141507,1,0,"1969 South Atlantic Blvd.","7/18/1971: Suspected members of the Chicano Liberation Front bombed a Monterey Park branch of the Bank of America in Los Angeles, California, United States.  There were no casualties but the explosion caused extensive damage to the interior of the building.",1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",3,"Bank/Commerce","Bank of America","Monterey Park branch of Bank of America, Los Angeles",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chicano Liberation Front",NA,NA,NA,NA,NA,"Bank of America was perceived to symbolize the ""capitalist exploitation of the little man.""",1,NA,NA,0,-99,-99,1,9,"Other",NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bomb",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Windows and glass doors of the building shattered.  Extensive damage to the inside of the bank.",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"The bomb detonated at 10:21 PM.  The Chicano Liberation Front claimed credit the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.","""Metropolitan: Bank in Monterey Park Bombed,"" Los Angeles Times, July 19, 1971.","Paul Houston and Franz Rodriguez, ""Chicano Militants Reportedly Claim 28 Bombings in L.A.,"" Los Angeles Times, August 14, 1971.",NA,"Hewitt Project",0,0,0,0,NA
"942",197107210001,1971,7,21,NA,0,NA,217,"United States",1,"North America","California","San Francisco",37.777125,-122.419644,1,0,"Downtown","7/21/1971: Three members of the Black Liberation Army robbed Fidelity Savings and Loan in San Francisco, California, United States.  $9,400 was stolen.",1,0,1,1,2,"Other Crime Type",0,1,0,5,"Hostage Taking (Barricade Incident)",NA,NA,NA,NA,1,"Business",3,"Bank/Commerce","Fidelity Savings and Loan","Fidelity Savings and Loan in downtown San Francisco",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black Liberation Army",NA,NA,NA,NA,NA,"The Black Liberation Army stole money in order to support their armed struggle.  BLA members believed that armed struggle was the only means by which the Black Nationalist movement could break the psychological-class chains of 20th century enslavement.",0,NA,NA,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",2,"Automatic Weapon",5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,NA,NA,NA,NA,NA,NA,NA,"Automatic pistol and sawed-off shotgun",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",9400,"Money stolen",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Bottom held up the bank teller while Francisco Torres kept watch.  Anthony Bottom was convicted of the incident while Gabriel and Francisco Torres pled guilty.  It is believed that some of the money stolen was used to help fund other BLA attacks, however, it is unknown if any of the money was also marked for personal use.","Robert Tanenbaum and Philip Rosenberg, ""Badge of the Assassin,"" E. P. Dutton, 1979.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",NA,"Hewitt Project",0,0,0,0,NA
